timestamp(ms),temperature,setpoint,heater_ssr,
"1644141471,972","111,48",,,
"1644141471,973",,"120",,
"1644141471,974",,,"1",
"1644141472,025","111,69","120",,
"1644141472,047",,,"0",
"1644141472,125","111,83","120","1",
"1644141472,198","111,76",,,
"1644141472,199",,"120",,
"1644141472,2",,,"0",
"1644141472,276","112,21","120",,
"1644141472,282",,,"1",
"1644141472,348","112,04","120",,
"1644141472,35",,,"0",
"1644141472,423","111,58",,,
"1644141472,424",,"120",,
"1644141472,426",,,"1",
"1644141472,498","111,86","120",,
"1644141472,504",,,"0",
"1644141472,582","112,04","120","0",
"1644141472,648","111,38","120",,
"1644141472,673",,,"1",
"1644141472,747","111,62","120",,
"1644141472,75",,,"0",
"1644141472,823","111,76","120",,
"1644141472,825",,,"1",
"1644141472,899","112,14","120","0",
"1644141472,973","111,72",,,
"1644141472,974",,"120",,
"1644141472,976",,,"1",
"1644141473,048","112,04","120",,
"1644141473,052",,,"0",
"1644141473,123","111,58",,,
"1644141473,124",,"120",,
"1644141473,15",,,"0",
"1644141473,22","111,79","120",,
"1644141473,222",,,"1",
"1644141473,298","111,97","120",,
"1644141473,3",,,"0",
"1644141473,372","112","120",,
"1644141473,375",,,"1",
"1644141473,447","111,58",,,
"1644141473,448",,"120",,
"1644141473,45",,,"0",
"1644141473,523","111,97","120",,
"1644141473,526",,,"1",
"1644141473,598","111,97","120",,
"1644141473,599",,,"0",
"1644141473,673","111,86",,,
"1644141473,674",,"120",,
"1644141473,677",,,"0",
"1644141473,749","111,83","120","1",
"1644141473,824","111,69","120",,
"1644141473,859",,,"0",
"1644141473,904","111,9","120",,
"1644141473,923",,,"1",
"1644141473,997","111,38","120","0",
"1644141474,073","111,93",,,
"1644141474,074",,"120",,
"1644141474,076",,,"1",
"1644141474,149","111,55","120",,
"1644141474,151",,,"0",
"1644141474,223","112,07","120",,
"1644141474,226",,,"0",
"1644141474,298","111,79",,,
"1644141474,299",,"120",,
"1644141474,303",,,"0",
"1644141474,373","111,69",,,
"1644141474,374",,"120",,
"1644141474,398",,,"0",
"1644141474,449","111,76","120","1",
"1644141474,547","111,72",,,
"1644141474,548",,"120",,
"1644141474,551",,,"0",
"1644141474,625","111,69","120",,
"1644141474,627",,,"1",
"1644141474,698","111,52","120",,
"1644141474,701",,,"0",
"1644141474,773","111,86","120",,
"1644141474,775",,,"1",
"1644141474,849","111,52","120",,
"1644141474,851",,,"0",
"1644141474,927","112","120",,
"1644141474,93",,,"0",
"1644141474,998","111,48",,,
"1644141474,999",,"120",,
"1644141475,022",,,"1",
"1644141475,073","111,65","120",,
"1644141475,097",,,"0",
"1644141475,172","111,62",,,
"1644141475,173",,"120",,
"1644141475,175",,,"1",
"1644141475,248","111,79","120",,
"1644141475,25",,,"0",
"1644141475,323","111,55",,,
"1644141475,324",,"120","1",
"1644141475,398","111,13","120",,
"1644141475,401",,,"0",
"1644141475,473","111,69","120","0",
"1644141475,548","111,93","120",,
"1644141475,572",,,"1",
"1644141475,623","112,04","120",,
"1644141475,647",,,"0",
"1644141475,698","112,21","120",,
"1644141475,722",,,"1",
"1644141475,779","111,9","120",,
"1644141475,797",,,"0",
"1644141475,872","111,69","120","1",
"1644141475,952","111,76","120",,
"1644141475,955",,,"0",
"1644141476,022","111,69",,,
"1644141476,023",,"120",,
"1644141476,028",,,"0",
"1644141476,098","111,48","120",,
"1644141476,101",,,"1",
"1644141476,173","111,86","120",,
"1644141476,198",,,"0",
"1644141476,248","111,62","120",,
"1644141476,272",,,"1",
"1644141476,324","112,17",,,
"1644141476,325",,"120","0",
"1644141476,42","111,62","120",,
"1644141476,422",,,"1",
"1644141476,499","111,83","120",,
"1644141476,501",,,"0",
"1644141476,574","111,48","120",,
"1644141476,578",,,"1",
"1644141476,65","111,58","120",,
"1644141476,651",,,"0",
"1644141476,724","111,83",,,
"1644141476,725",,"120",,
"1644141476,728",,,"0",
"1644141476,799","111,55","120",,
"1644141476,822",,,"1",
"1644141476,873","111,55","120",,
"1644141476,897",,,"0",
"1644141476,949","111,55","120",,
"1644141476,974",,,"1",
"1644141477,058","111,83","120","0",
"1644141477,122","111,62","120",,
"1644141477,125",,,"1",
"1644141477,2","111,86","120","0",
"1644141477,273","111,76","120",,
"1644141477,276",,,"0",
"1644141477,349","111,62","120","1",
"1644141477,423","111,65",,,
"1644141477,424",,"120",,
"1644141477,448",,,"0",
"1644141477,499","112,04",,,
"1644141477,5",,"120",,
"1644141477,522",,,"1",
"1644141477,575","112,11","120",,
"1644141477,599",,,"0",
"1644141477,673","111,55","120",,
"1644141477,678",,,"1",
"1644141477,747","111,55","120",,
"1644141477,748",,,"0",
"1644141477,823","111,2","120",,
"1644141477,825",,,"0",
"1644141477,9","111,72","120",,
"1644141477,902",,,"1",
"1644141477,973","111,86",,,
"1644141477,974",,"120",,
"1644141477,977",,,"0",
"1644141478,048","111,27","120",,
"1644141478,072",,,"1",
"1644141478,123","111,55",,,
"1644141478,124",,"120",,
"1644141478,151",,,"0",
"1644141478,204","111,34",,,
"1644141478,205",,"120","1",
"1644141478,297","111,62","120","0",
"1644141478,372","111,79","120","0",
"1644141478,448","111,55",,,
"1644141478,449",,"120",,
"1644141478,451",,,"0",
"1644141478,523","111,86","120",,
"1644141478,526",,,"0",
"1644141478,598","111,52",,,
"1644141478,599",,"120",,
"1644141478,602",,,"1",
"1644141478,673","111,27","120",,
"1644141478,697",,,"0",
"1644141478,748","111,76",,,
"1644141478,749",,"120",,
"1644141478,772",,,"1",
"1644141478,847","111,38",,,
"1644141478,848",,"120","0",
"1644141478,922","111,38",,,
"1644141478,923",,"120","1",
"1644141478,997","111,69",,,
"1644141478,998",,"120",,
"1644141479,001",,,"0",
"1644141479,073","111,45","120",,
"1644141479,074",,,"0",
"1644141479,148","111,62","120",,
"1644141479,151",,,"1",
"1644141479,24","111,55","120",,
"1644141479,241",,,"0",
"1644141479,299","112","120",,
"1644141479,322",,,"1",
"1644141479,373","111,9","120",,
"1644141479,397",,,"0",
"1644141479,472","111,83","120",,
"1644141479,475",,,"1",
"1644141479,547","111,79","120",,
"1644141479,55",,,"0",
"1644141479,622","111,34","120",,
"1644141479,625",,,"0",
"1644141479,698","111,83","120",,
"1644141479,701",,,"1",
"1644141479,773","111,62","120",,
"1644141479,776",,,"0",
"1644141479,848","111,31","120",,
"1644141479,854",,,"1",
"1644141479,923","111,62","120",,
"1644141479,947",,,"0",
"1644141480,031","111,79","120","1",
"1644141480,097","111,31","120",,
"1644141480,099",,,"0",
"1644141480,174","111,72",,,
"1644141480,175",,"120",,
"1644141480,178",,,"0",
"1644141480,263","111,83",,,
"1644141480,264",,"120","0",
"1644141480,323","111,58",,,
"1644141480,324",,"120",,
"1644141480,326",,,"0",
"1644141480,398","111,24",,,
"1644141480,399",,"120",,
"1644141480,402",,,"1",
"1644141480,473","111,69","120",,
"1644141480,497",,,"0",
"1644141480,548","111,52",,,
"1644141480,549",,"120",,
"1644141480,572",,,"1",
"1644141480,623","111,72","120",,
"1644141480,646",,,"0",
"1644141480,721","111,24",,,
"1644141480,722",,"120",,
"1644141480,724",,,"1",
"1644141480,797","111,69","120","0",
"1644141480,872","111,41",,,
"1644141480,873",,"120",,
"1644141480,898",,,"0",
"1644141480,948","111,69",,,
"1644141480,949",,"120","1",
"1644141481,023","111,79","120",,
"1644141481,025",,,"0",
"1644141481,098","111,45","120","1",
"1644141481,175","111,86","120",,
"1644141481,198",,,"0",
"1644141481,248","111,65","120",,
"1644141481,249",,,"1",
"1644141481,347","111,52",,,
"1644141481,348",,"120","0",
"1644141481,423","111,48","120",,
"1644141481,425",,,"0",
"1644141481,498","111,62","120",,
"1644141481,5",,,"1",
"1644141481,573","111,69","120",,
"1644141481,576",,,"0",
"1644141481,648","111,65","120",,
"1644141481,651",,,"1",
"1644141481,723","111,79",,,
"1644141481,724",,"120",,
"1644141481,747",,,"0",
"1644141481,8","111,72","120",,
"1644141481,822",,,"1",
"1644141481,874","111,52",,,
"1644141481,875",,"120",,
"1644141481,897",,,"0",
"1644141481,972","111,79","120",,
"1644141481,974",,,"0",
"1644141482,047","111,58","120",,
"1644141482,049",,,"0",
"1644141482,123","111,45","120","0",
"1644141482,198","111,41","120",,
"1644141482,2",,,"1",
"1644141482,274","111,62","120",,
"1644141482,279",,,"0",
"1644141482,348","111,55","120",,
"1644141482,372",,,"1",
"1644141482,429","111,83","120","0",
"1644141482,504","111,9",,,
"1644141482,505",,"120",,
"1644141482,522",,,"1",
"1644141482,598","111,52","120",,
"1644141482,599",,,"0",
"1644141482,672","111,76","120",,
"1644141482,673",,,"0",
"1644141482,749","111,58",,,
"1644141482,75",,"120",,
"1644141482,755",,,"1",
"1644141482,82","111,52","120","0",
"1644141482,904","111,69","120","1",
"1644141482,973","111,76","120","0",
"1644141483,048","111,55","120",,
"1644141483,077",,,"1",
"1644141483,147","111,58","120",,
"1644141483,149",,,"0",
"1644141483,222","111,58","120","0",
"1644141483,298","111,58","120",,
"1644141483,301",,,"1",
"1644141483,373","111,38","120",,
"1644141483,376",,,"0",
"1644141483,459","111,58",,,
"1644141483,46",,"120",,
"1644141483,462",,,"1",
"1644141483,524","111,31","120",,
"1644141483,531",,,"0",
"1644141483,598","111,69","120",,
"1644141483,622",,,"1",
"1644141483,673","111,58","120","0",
"1644141483,752","111,76","120",,
"1644141483,772",,,"0",
"1644141483,847","111,52",,,
"1644141483,848",,"120",,
"1644141483,85",,,"0",
"1644141483,923","111,45",,,
"1644141483,924",,"120",,
"1644141483,926",,,"0",
"1644141483,998","111,34","120",,
"1644141484",,,"1",
"1644141484,072","111,34","120",,
"1644141484,098",,,"0",
"1644141484,148","111,69","120",,
"1644141484,155",,,"1",
"1644141484,223","111,62","120",,
"1644141484,247",,,"0",
"1644141484,298","111,83","120",,
"1644141484,323",,,"1",
"1644141484,397","111,62","120",,
"1644141484,399",,,"0",
"1644141484,472","111,58","120",,
"1644141484,475",,,"0",
"1644141484,552","111,69","120","1",
"1644141484,623","111,62","120",,
"1644141484,626",,,"0",
"1644141484,698","111,79","120",,
"1644141484,699",,,"1",
"1644141484,773","111,45",,,
"1644141484,774",,"120",,
"1644141484,798",,,"0",
"1644141484,848","111,9","120","1",
"1644141484,924","111,69","120",,
"1644141484,947",,,"0",
"1644141485,022","111,58","120",,
"1644141485,024",,,"0",
"1644141485,097","111,58","120",,
"1644141485,099",,,"1",
"1644141485,173","111,86","120",,
"1644141485,176",,,"0",
"1644141485,248","111,31",,,
"1644141485,249",,"120",,
"1644141485,251",,,"1",
"1644141485,323","111,76","120",,
"1644141485,326",,,"0",
"1644141485,398","111,45",,,
"1644141485,399",,"120",,
"1644141485,423",,,"1",
"1644141485,476","111,62","120","0",
"1644141485,549","111,79","120","0",
"1644141485,639","111,69","120",,
"1644141485,642",,,"1",
"1644141485,722","111,76","120",,
"1644141485,724",,,"0",
"1644141485,798","111,65","120",,
"1644141485,8",,,"1",
"1644141485,873","111,45","120","0",
"1644141485,948","111,55","120",,
"1644141485,951",,,"1",
"1644141486,019","112,04",,,
"1644141486,02",,"120",,
"1644141486,047",,,"0",
"1644141486,101","111,9","120",,
"1644141486,122",,,"0",
"1644141486,173","111,83","120",,
"1644141486,197",,,"0",
"1644141486,277","111,38","120","0",
"1644141486,347","111,41","120",,
"1644141486,349",,,"1",
"1644141486,423","111,58",,,
"1644141486,424",,"120","0",
"1644141486,5","111,93","120",,
"1644141486,502",,,"1",
"1644141486,573","111,65",,,
"1644141486,574",,"120","0",
"1644141486,659","111,52","120",,
"1644141486,662",,,"1",
"1644141486,723","111,86","120",,
"1644141486,747",,,"0",
"1644141486,8","111,72","120",,
"1644141486,823",,,"0",
"1644141486,897","111,65","120",,
"1644141486,9",,,"1",
"1644141486,972","111,9",,,
"1644141486,973",,"120","0",
"1644141487,048","111,76",,,
"1644141487,049",,"120",,
"1644141487,053",,,"1",
"1644141487,123","111,52",,,
"1644141487,124",,"120",,
"1644141487,126",,,"0",
"1644141487,199","111,9","120",,
"1644141487,203",,,"1",
"1644141487,274","111,97","120",,
"1644141487,275",,,"0",
"1644141487,348","111,55","120",,
"1644141487,372",,,"0",
"1644141487,447","111,72","120","1",
"1644141487,522","112","120",,
"1644141487,523",,,"0",
"1644141487,598","111,72",,,
"1644141487,599",,"120",,
"1644141487,605",,,"1",
"1644141487,673","111,83","120",,
"1644141487,675",,,"0",
"1644141487,748","111,27","120",,
"1644141487,752",,,"1",
"1644141487,824","111,72","120",,
"1644141487,83",,,"0",
"1644141487,899","111,55","120",,
"1644141487,938",,,"0",
"1644141487,977","111,62","120",,
"1644141487,997",,,"0",
"1644141488,072","111,69",,,
"1644141488,073",,"120",,
"1644141488,075",,,"0",
"1644141488,15","112,14","120","1",
"1644141488,222","111,48","120",,
"1644141488,224",,,"0",
"1644141488,298","111,55",,,
"1644141488,299",,"120","1",
"1644141488,375","111,83","120",,
"1644141488,377",,,"0",
"1644141488,448","111,69","120",,
"1644141488,449",,,"1",
"1644141488,524","112","120",,
"1644141488,547",,,"0",
"1644141488,598","111,83",,,
"1644141488,599",,"120",,
"1644141488,622",,,"0",
"1644141488,697","111,76","120",,
"1644141488,7",,,"1",
"1644141488,773","112,14","120",,
"1644141488,775",,,"0",
"1644141488,849","111,58","120",,
"1644141488,856",,,"1",
"1644141488,923","111,69",,,
"1644141488,924",,"120","0",
"1644141488,998","111,86",,,
"1644141488,999",,"120",,
"1644141489,001",,,"1",
"1644141489,073","112,11",,,
"1644141489,074",,"120",,
"1644141489,098",,,"0",
"1644141489,148","111,72","120","0",
"1644141489,247","112","120",,
"1644141489,25",,,"1",
"1644141489,322","112,07",,,
"1644141489,323",,"120",,
"1644141489,326",,,"0",
"1644141489,397","111,69","120",,
"1644141489,398",,,"1",
"1644141489,478","111,69",,,
"1644141489,479",,"120","0",
"1644141489,548","111,76",,,
"1644141489,549",,"120",,
"1644141489,552",,,"1",
"1644141489,623","111,97",,,
"1644141489,624",,"120",,
"1644141489,627",,,"0",
"1644141489,699","111,83","120",,
"1644141489,705",,,"0",
"1644141489,776","111,62","120",,
"1644141489,797",,,"1",
"1644141489,859","111,76",,,
"1644141489,86",,"120",,
"1644141489,862",,,"0",
"1644141489,948","111,69","120",,
"1644141489,952",,,"1",
"1644141490,022","111,65",,,
"1644141490,023",,"120",,
"1644141490,026",,,"0",
"1644141490,098","111,86","120",,
"1644141490,1",,,"1",
"1644141490,173","111,58","120","0",
"1644141490,248","111,97","120",,
"1644141490,251",,,"0",
"1644141490,323","111,62",,,
"1644141490,324",,"120","0",
"1644141490,401","111,86","120",,
"1644141490,408",,,"0",
"1644141490,474","112,07","120",,
"1644141490,5",,,"1",
"1644141490,573","111,48","120","0",
"1644141490,647","111,93","120",,
"1644141490,649",,,"1",
"1644141490,723","111,97","120",,
"1644141490,726",,,"0",
"1644141490,799","112,17",,,
"1644141490,8",,"120",,
"1644141490,802",,,"1",
"1644141490,873","112","120",,
"1644141490,876",,,"0",
"1644141490,948","112,21","120",,
"1644141490,973",,,"0",
"1644141491,023","111,72","120",,
"1644141491,024",,,"1",
"1644141491,098","111,93","120",,
"1644141491,138",,,"0",
"1644141491,198","112,04","120",,
"1644141491,199",,,"1",
"1644141491,272","112,28","120",,
"1644141491,273",,,"0",
"1644141491,348","111,76",,,
"1644141491,349",,"120","1",
"1644141491,426","111,76","120",,
"1644141491,429",,,"0",
"1644141491,499","111,79","120",,
"1644141491,502",,,"0",
"1644141491,573","111,65","120",,
"1644141491,597",,,"1",
"1644141491,648","112,04","120",,
"1644141491,672",,,"0",
"1644141491,747","111,83","120",,
"1644141491,749",,,"1",
"1644141491,824","111,86","120",,
"1644141491,827",,,"0",
"1644141491,899","111,93","120",,
"1644141491,901",,,"1",
"1644141491,973","111,55",,,
"1644141491,974",,"120",,
"1644141491,976",,,"0",
"1644141492,048","111,72",,,
"1644141492,049",,"120","0",
"1644141492,127","111,76",,,
"1644141492,128",,"120",,
"1644141492,134",,,"0",
"1644141492,198","111,9","120","0",
"1644141492,274","111,93",,,
"1644141492,275",,"120",,
"1644141492,297",,,"1",
"1644141492,372","112,14",,,
"1644141492,373",,"120","0",
"1644141492,45","111,93","120","1",
"1644141492,522","112,42",,,
"1644141492,523",,"120",,
"1644141492,525",,,"0",
"1644141492,598","111,83","120",,
"1644141492,6",,,"1",
"1644141492,676","111,48","120",,
"1644141492,679",,,"0",
"1644141492,748","112","120",,
"1644141492,752",,,"0",
"1644141492,823","111,79","120",,
"1644141492,847",,,"1",
"1644141492,898","112,07",,,
"1644141492,899",,"120","0",
"1644141492,997","112,11",,,
"1644141492,998",,"120",,
"1644141493",,,"1",
"1644141493,059","111,93","120","0",
"1644141493,149","111,9","120",,
"1644141493,155",,,"1",
"1644141493,223","111,9",,,
"1644141493,224",,"120","0",
"1644141493,3","112,07","120",,
"1644141493,304",,,"0",
"1644141493,373","111,86","120",,
"1644141493,397",,,"1",
"1644141493,448","111,79",,,
"1644141493,449",,"120",,
"1644141493,472",,,"0",
"1644141493,524","112,11","120",,
"1644141493,547",,,"1",
"1644141493,622","112,35","120",,
"1644141493,624",,,"0",
"1644141493,699","111,72","120",,
"1644141493,701",,,"1",
"1644141493,773","111,97",,,
"1644141493,774",,"120","0",
"1644141493,848","111,65","120",,
"1644141493,85",,,"0",
"1644141493,923","111,86",,,
"1644141493,924",,"120","0",
"1644141493,998","111,69","120",,
"1644141494,022",,,"0",
"1644141494,077","111,79","120","1",
"1644141494,149","111,69","120",,
"1644141494,173",,,"0",
"1644141494,247","111,69","120",,
"1644141494,249",,,"1",
"1644141494,338","111,93","120",,
"1644141494,339",,,"0",
"1644141494,398","112,17","120",,
"1644141494,4",,,"0",
"1644141494,474","111,9","120",,
"1644141494,476",,,"0",
"1644141494,548","112,17","120",,
"1644141494,55",,,"0",
"1644141494,623","112","120",,
"1644141494,647",,,"1",
"1644141494,698","111,93",,,
"1644141494,699",,"120",,
"1644141494,722",,,"0",
"1644141494,774","112","120","1",
"1644141494,872","112,28","120",,
"1644141494,875",,,"0",
"1644141494,948","111,9","120",,
"1644141494,951",,,"1",
"1644141495,023","112,42","120",,
"1644141495,025",,,"0",
"1644141495,101","111,79","120",,
"1644141495,103",,,"0",
"1644141495,173","112,38","120",,
"1644141495,175",,,"1",
"1644141495,248","111,72","120",,
"1644141495,272",,,"0",
"1644141495,323","112,14","120",,
"1644141495,347",,,"1",
"1644141495,398","112","120",,
"1644141495,422",,,"0",
"1644141495,497","112,04",,,
"1644141495,498",,"120","1",
"1644141495,573","111,97",,,
"1644141495,574",,"120",,
"1644141495,576",,,"0",
"1644141495,648","112,14","120","0",
"1644141495,723","112,04","120",,
"1644141495,725",,,"0",
"1644141495,798","112,07","120","0",
"1644141495,878","111,97","120",,
"1644141495,881",,,"1",
"1644141495,948","111,86",,,
"1644141495,949",,"120",,
"1644141495,972",,,"0",
"1644141496,025","112","120",,
"1644141496,048",,,"1",
"1644141496,123","111,76",,,
"1644141496,124",,"120",,
"1644141496,126",,,"0",
"1644141496,197","112,14",,,
"1644141496,198",,"120","0",
"1644141496,259","112,45","120",,
"1644141496,272",,,"0",
"1644141496,348","111,83","120",,
"1644141496,351",,,"0",
"1644141496,423","112,11",,,
"1644141496,424",,"120",,
"1644141496,432",,,"1",
"1644141496,498","112,38",,,
"1644141496,499",,"120",,
"1644141496,522",,,"0",
"1644141496,574","112,11","120",,
"1644141496,598",,,"1",
"1644141496,676","112,38",,,
"1644141496,677",,"120","0",
"1644141496,748","112,11","120","1",
"1644141496,822","112,56",,,
"1644141496,823",,"120","0",
"1644141496,9","112,14",,,
"1644141496,901",,"120",,
"1644141496,902",,,"0",
"1644141496,973","112,35",,,
"1644141496,974",,"120",,
"1644141496,976",,,"1",
"1644141497,05","112,04","120",,
"1644141497,052",,,"0",
"1644141497,123","112,04",,,
"1644141497,124",,"120",,
"1644141497,157",,,"1",
"1644141497,199","112,17","120",,
"1644141497,222",,,"0",
"1644141497,297","112,07","120",,
"1644141497,299",,,"1",
"1644141497,372","111,93",,,
"1644141497,373",,"120","0",
"1644141497,45","112,24",,,
"1644141497,451",,"120",,
"1644141497,453",,,"0",
"1644141497,539","112,28",,,
"1644141497,54",,"120","1",
"1644141497,599","112,04","120",,
"1644141497,601",,,"0",
"1644141497,673","112,42","120",,
"1644141497,674",,,"1",
"1644141497,749","112,17","120",,
"1644141497,775",,,"0",
"1644141497,823","112,35",,,
"1644141497,824",,"120",,
"1644141497,847",,,"1",
"1644141497,922","112,49",,,
"1644141497,923",,"120",,
"1644141497,925",,,"0",
"1644141497,998","112,14",,,
"1644141497,999",,"120",,
"1644141498,002",,,"0",
"1644141498,074","111,97","120",,
"1644141498,076",,,"0",
"1644141498,15","112,14","120",,
"1644141498,157",,,"0",
"1644141498,223","112,28",,,
"1644141498,224",,"120",,
"1644141498,226",,,"1",
"1644141498,299","112,35","120",,
"1644141498,305",,,"0",
"1644141498,373","112,07","120",,
"1644141498,397",,,"1",
"1644141498,448","112,24",,,
"1644141498,449",,"120",,
"1644141498,472",,,"0",
"1644141498,547","112,35","120",,
"1644141498,549",,,"1",
"1644141498,626","112,28","120",,
"1644141498,627",,,"0",
"1644141498,698","112,38",,,
"1644141498,699",,"120","0",
"1644141498,773","112,24","120",,
"1644141498,775",,,"1",
"1644141498,849","112,66",,,
"1644141498,85",,"120",,
"1644141498,852",,,"0",
"1644141498,924","112,49","120",,
"1644141498,93",,,"1",
"1644141498,998","112,35",,,
"1644141498,999",,"120",,
"1644141499",,,"0",
"1644141499,078","112,14","120",,
"1644141499,097",,,"1",
"1644141499,172","112,35","120",,
"1644141499,174",,,"0",
"1644141499,247","112,38","120","0",
"1644141499,322","112,24",,,
"1644141499,323",,"120",,
"1644141499,325",,,"1",
"1644141499,402","112,45","120",,
"1644141499,404",,,"0",
"1644141499,472","112,31","120",,
"1644141499,475",,,"1",
"1644141499,548","112,24","120","0",
"1644141499,623","112,31",,,
"1644141499,624",,"120",,
"1644141499,647",,,"1",
"1644141499,698","112,45","120",,
"1644141499,699",,,"0",
"1644141499,798","112,24","120",,
"1644141499,801",,,"0",
"1644141499,872","112,49",,,
"1644141499,873",,"120",,
"1644141499,875",,,"0",
"1644141499,949","112,04","120",,
"1644141499,953",,,"0",
"1644141500,026","112,38","120",,
"1644141500,029",,,"1",
"1644141500,1","112,21","120",,
"1644141500,103",,,"0",
"1644141500,174","112,31","120",,
"1644141500,197",,,"1",
"1644141500,255","112,35","120",,
"1644141500,272",,,"0",
"1644141500,324","112,52","120",,
"1644141500,357",,,"0",
"1644141500,425","112","120","0",
"1644141500,497","112,28","120","0",
"1644141500,574","112,24","120","1",
"1644141500,648","112,42","120",,
"1644141500,652",,,"0",
"1644141500,739","112,42","120",,
"1644141500,742",,,"1",
"1644141500,798","112,52","120",,
"1644141500,822",,,"0",
"1644141500,873","112,11","120",,
"1644141500,897",,,"1",
"1644141500,972","112,21","120",,
"1644141500,974",,,"0",
"1644141501,047","112,45","120",,
"1644141501,05",,,"0",
"1644141501,123","112,7","120",,
"1644141501,126",,,"1",
"1644141501,199","112,66","120",,
"1644141501,202",,,"0",
"1644141501,273","112,59","120",,
"1644141501,276",,,"1",
"1644141501,348","112,42","120",,
"1644141501,352",,,"0",
"1644141501,424","112,56","120","1",
"1644141501,499","112,42","120",,
"1644141501,522",,,"0",
"1644141501,598","112,28","120","0",
"1644141501,672","112,24",,,
"1644141501,673",,"120",,
"1644141501,679",,,"1",
"1644141501,747","112,45","120",,
"1644141501,749",,,"0",
"1644141501,823","112,28","120",,
"1644141501,826",,,"1",
"1644141501,898","112,59",,,
"1644141501,899",,"120",,
"1644141501,903",,,"0",
"1644141501,973","112,17",,,
"1644141501,974",,"120",,
"1644141501,977",,,"1",
"1644141502,048","112,83",,,
"1644141502,049",,"120",,
"1644141502,075",,,"0",
"1644141502,125","112,7","120",,
"1644141502,147",,,"0",
"1644141502,222","112,59","120",,
"1644141502,225",,,"0",
"1644141502,297","112,42","120","0",
"1644141502,373","112,42",,,
"1644141502,374",,"120",,
"1644141502,376",,,"1",
"1644141502,448","112,56",,,
"1644141502,449",,"120","0",
"1644141502,524","112,63","120",,
"1644141502,527",,,"1",
"1644141502,598","112,73","120","0",
"1644141502,677","112,49","120",,
"1644141502,681",,,"1",
"1644141502,748","112,63","120",,
"1644141502,772",,,"0",
"1644141502,847","112,52","120",,
"1644141502,849",,,"0",
"1644141502,922","112,04",,,
"1644141502,923",,"120",,
"1644141502,925",,,"1",
"1644141502,998","112,45","120",,
"1644141503,001",,,"0",
"1644141503,073","112,66","120",,
"1644141503,076",,,"1",
"1644141503,148","112,49",,,
"1644141503,149",,"120",,
"1644141503,151",,,"0",
"1644141503,223","112,38",,,
"1644141503,224",,"120",,
"1644141503,247",,,"1",
"1644141503,3","112,24","120","0",
"1644141503,373","112,7","120",,
"1644141503,397",,,"0",
"1644141503,472","112,42","120",,
"1644141503,475",,,"1",
"1644141503,546","112,59",,,
"1644141503,547",,"120",,
"1644141503,558",,,"0",
"1644141503,622","112,66","120",,
"1644141503,625",,,"1",
"1644141503,699","112,28","120",,
"1644141503,701",,,"0",
"1644141503,774","112,31","120",,
"1644141503,776",,,"1",
"1644141503,848","112,45","120",,
"1644141503,872",,,"0",
"1644141503,94","112,28","120",,
"1644141503,942",,,"0",
"1644141503,998","112,66","120",,
"1644141504,024",,,"0",
"1644141504,097","112,35","120",,
"1644141504,101",,,"0",
"1644141504,172","112,66",,,
"1644141504,173",,"120",,
"1644141504,174",,,"1",
"1644141504,248","112,28",,,
"1644141504,249",,"120",,
"1644141504,251",,,"0",
"1644141504,324","112,52","120","1",
"1644141504,398","112,9","120",,
"1644141504,401",,,"0",
"1644141504,473","112,73","120",,
"1644141504,498",,,"0",
"1644141504,549","112,83","120",,
"1644141504,579",,,"0",
"1644141504,63","112,77","120",,
"1644141504,647",,,"0",
"1644141504,728","112,59","120","1",
"1644141504,798","112,59","120",,
"1644141504,799",,,"0",
"1644141504,873","112,63","120",,
"1644141504,876",,,"1",
"1644141504,948","112,87","120",,
"1644141504,95",,,"0",
"1644141505,023","112,8",,,
"1644141505,024",,"120","1",
"1644141505,099","112,87","120",,
"1644141505,122",,,"0",
"1644141505,174","112,38","120","0",
"1644141505,25","112,87","120",,
"1644141505,273",,,"1",
"1644141505,347","112,9","120",,
"1644141505,349",,,"0",
"1644141505,423","113,01","120","1",
"1644141505,498","112,97","120",,
"1644141505,5",,,"0",
"1644141505,573","112,7",,,
"1644141505,574",,"120",,
"1644141505,576",,,"1",
"1644141505,65","112,56","120",,
"1644141505,652",,,"0",
"1644141505,723","113,01","120",,
"1644141505,749",,,"0",
"1644141505,798","112,87","120",,
"1644141505,822",,,"0",
"1644141505,877","112,8","120",,
"1644141505,897",,,"0",
"1644141505,972","112,31","120",,
"1644141505,975",,,"1",
"1644141506,047","112,77",,,
"1644141506,048",,"120","0",
"1644141506,123","112,8","120",,
"1644141506,126",,,"1",
"1644141506,199","112,66","120","0",
"1644141506,273","112,28",,,
"1644141506,274",,"120",,
"1644141506,277",,,"1",
"1644141506,348","112,63","120",,
"1644141506,393",,,"0",
"1644141506,426","112,73","120",,
"1644141506,447",,,"0",
"1644141506,5","112,7","120",,
"1644141506,524",,,"1",
"1644141506,598","112,83","120","0",
"1644141506,674","112,52","120",,
"1644141506,676",,,"1",
"1644141506,759","112,52",,,
"1644141506,76",,"120",,
"1644141506,761",,,"0",
"1644141506,824","113,08",,,
"1644141506,825",,"120",,
"1644141506,829",,,"1",
"1644141506,899","112,66","120",,
"1644141506,9",,,"0",
"1644141506,979","112,87","120",,
"1644141506,981",,,"0",
"1644141507,049","112,87","120","1",
"1644141507,14","112,63","120",,
"1644141507,142",,,"0",
"1644141507,223","112,42","120",,
